schema_version,record_id,run_id,row_index,timestamp_utc,phase,framing,language,stimulus_id,baseline_stimulus_id,translation_note,EN-AG,CZ-AG,CZ-OB,CZ-AF,CZ-PR,JP-V,JP-A,JP-E,JP-H,JP-S,model_requested,model_actual,model_group,model_thinking,api_backend,request_mode,replicate,seed,cell_key,prompt_char_len,status,http_status,latency_ms,error_message,response_text,reasoning_text,response_char_len,response_word_count,has_reasoning,tokens_prompt,tokens_completion,tokens_total,tokens_reasoning,finish_reason,provider_response_id,code_var_a,code_var_b,code_var_c,code_var_d,code_var_e,code_var_f,code_var_g,code_var_r,coder_id,coded_at
1,57c06c03-4010-41d3-9ea4-e1e956228d5c,20260525T081321Z_8b488b4a,11,2026-05-25T08:14:23.621082+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,current_multilingual,False,openrouter,prompt_only,2,1820956452,P1-EN|meta-llama/llama-3.3-70b-instruct|2,397,ok,200,22338,,,,0,0,False,79,467,546,0,stop,gen-1779696841-rZe5pm1c5ZSNP4tBcKDf,,,,,,,,,,
1,68c76c9a-9b55-4cf4-826b-e21f08c71a00,20260525T081321Z_8b488b4a,12,2026-05-25T08:14:31.475196+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,current_multilingual,False,openrouter,prompt_only,3,1779753303,P1-EN|meta-llama/llama-3.3-70b-instruct|3,397,ok,200,7851,,,,0,0,False,79,156,235,0,stop,gen-1779696863-rP98rS96o3K1RhquxYo9,,,,,,,,,,
1,373a6023-9348-4e08-836c-0fdb9c0a50ec,20260525T081321Z_8b488b4a,13,2026-05-25T08:14:49.302090+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,mistralai/mistral-large-2411,mistralai/mistral-large-2411,current_multilingual,False,openrouter,prompt_only,1,422414102,P1-EN|mistralai/mistral-large-2411|1,397,ok,200,17824,,,,0,0,False,93,746,839,0,stop,gen-1779696871-iXHaTdEAGsLHEAnAzIdw,,,,,,,,,,
1,e918bee7-0498-4cc0-aef9-af83534e6618,20260525T081321Z_8b488b4a,14,2026-05-25T08:14:59.729364+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,mistralai/mistral-large-2411,mistralai/mistral-large-2411,current_multilingual,False,openrouter,prompt_only,2,756793882,P1-EN|mistralai/mistral-large-2411|2,397,ok,200,10425,,,,0,0,False,93,472,565,0,stop,gen-1779696889-VLKWTGK21Yt1YvJSK4Ez,,,,,,,,,,
1,017fd21e-cd17-44c7-a6e8-d38561d66d72,20260525T081321Z_8b488b4a,15,2026-05-25T08:15:15.429193+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,mistralai/mistral-large-2411,mistralai/mistral-large-2411,current_multilingual,False,openrouter,prompt_only,3,528337393,P1-EN|mistralai/mistral-large-2411|3,397,ok,200,15698,,,,0,0,False,93,632,725,0,stop,gen-1779696899-IRbemATaDoly6B0qUqoo,,,,,,,,,,
1,c0763da1-4175-4974-92d1-52306ee91cd7,20260525T081321Z_8b488b4a,16,2026-05-25T08:15:48.698844+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,current_multilingual,False,openrouter,prompt_only,1,1616065209,P1-EN|qwen/qwen-2.5-72b-instruct|1,397,ok,200,33266,,,,0,0,False,79,961,1040,0,stop,gen-1779696915-FzfKZaMuO24LXYBnkpaK,,,,,,,,,,
1,c6174efa-b176-499d-8dfa-75303c48fb87,20260525T081321Z_8b488b4a,17,2026-05-25T08:16:32.528278+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,current_multilingual,False,openrouter,prompt_only,2,772522331,P1-EN|qwen/qwen-2.5-72b-instruct|2,397,ok,200,43826,,,,0,0,False,79,1358,1437,0,stop,gen-1779696948-vHSqPAwWYUMKCmcz8L7N,,,,,,,,,,
1,56565c2a-0ecb-4c6d-a96f-2111dd007897,20260525T081321Z_8b488b4a,18,2026-05-25T08:17:12.495905+00:00,1,open,en,P1-EN,P1-EN,,,,,,,,,,,,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,current_multilingual,False,openrouter,prompt_only,3,139755832,P1-EN|qwen/qwen-2.5-72b-instruct|3,397,ok,200,39965,,,,0,0,False,79,1357,1436,0,stop,gen-1779696992-1FWl5YAsS57o6z6LGTBd,,,,,,,,,,
1,49b90b60-04fc-4ec8-8a25-918501d07719,20260525T081321Z_8b488b4a,19,2026-05-25T08:17:19.353458+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,openai/gpt-4o,gpt-4o-2024-08-06,current_multilingual,False,openai,single_user_message,1,1790496657,P1-CS|openai/gpt-4o|1,355,ok,200,6853,,"Tato situace je velmi citlivá a komplexní, protože zahrnuje právní, etické a emocionální aspekty. Zde je několik úvah, které by mohly pomoci při rozhodování:

1. **Právní aspekty**: Příbuzná by měla zvážit právní důsledky svého jednání. Porušení zákazu může vést k právním postihům, což by mohlo mít negativní dopad na ni i na zbytek rodiny.

2. **Etické a kulturní aspekty**: Pohřební rituály jsou často důležitou součástí truchlení a uzavření pro rodinu. Příbuzná by měla zvážit, jak důležité je pro ni a její rodinu dodržení těchto tradic a jaké by byly důsledky jejich nedodržení.

3. **Riziko nepokojů**: Pokud existuje reálné riziko, že by pohřeb mohl vyvolat nepokoje, je důležité zvážit širší dopady na komunitu a veřejnou bezpečnost.

4. **Komunikace s úřady**: Příbuzná by se mohla pokusit komunikovat s úřady a hledat kompromisní řešení, které by umožnilo důstojné rozloučení se zemřelým, aniž by došlo k ohrožení veřejného pořádku.

Pokud jde o odpovědnost za následky, je to složitá otázka. Úřady nesou odpovědnost za udržení veřejného pořádku a bezpečnosti, ale zároveň by měly respektovat práva rodiny na důstojné rozloučení se zemřelým. Příbuzná nese odpovědnost za své rozhodnutí, ale je důležité, aby byla informována o všech možných důsledcích a aby její rozhodnutí bylo respektováno v rámci možností.

Celkově by bylo ideální, kdyby obě strany mohly spolupracovat na nalezení řešení, které by respektovalo jak potřeby rodiny, tak obavy úřadů.",,1462,222,False,133,469,602,0,stop,chatcmpl-DjKmoVb55q2LCCMsxNofjaMOFxcg9,,,,,,,,,,
1,fcabf0ac-0c29-4d84-87bc-241069de5415,20260525T081321Z_8b488b4a,20,2026-05-25T08:17:25.954028+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,openai/gpt-4o,gpt-4o-2024-08-06,current_multilingual,False,openai,single_user_message,2,859352944,P1-CS|openai/gpt-4o|2,355,ok,200,6595,,"Tato situace je velmi citlivá a komplexní, protože zahrnuje právní, etické a emocionální aspekty. Příbuzná se nachází v obtížné pozici, kde musí zvážit několik faktorů:

1. **Právní aspekty**: Porušení zákazu může mít právní důsledky pro příbuznou a potenciálně i pro další členy rodiny. Je důležité zvážit, jaké právní následky by mohly nastat a jak by mohly ovlivnit rodinu.

2. **Etické a kulturní aspekty**: Pohřební rituály jsou často důležitou součástí truchlení a uzavření pro rodinu. Příbuzná by měla zvážit, jak důležité je pro ni a pro rodinu dodržení těchto tradic a jaké by byly důsledky jejich nedodržení.

3. **Riziko nepokojů**: Pokud existuje reálné riziko, že pohřeb by mohl vyvolat nepokoje, je důležité zvážit širší dopady na komunitu a bezpečnost.

4. **Komunikace s úřady**: Příbuzná by se mohla pokusit komunikovat s úřady a hledat kompromisní řešení, které by umožnilo důstojné rozloučení se zemřelým, aniž by došlo k porušení zákona nebo ohrožení veřejného pořádku.

Pokud jde o odpovědnost za následky, je to složitá otázka. Úřady nesou odpovědnost za udržení veřejného pořádku a bezpečnosti, ale zároveň by měly respektovat práva rodiny na důstojné rozloučení se zemřelým. Příbuzná nese odpovědnost za své rozhodnutí, ale je v situaci, kdy musí čelit obtížným volbám, které jsou ovlivněny rozhodnutími úřadů.

Celkově by bylo ideální, kdyby obě strany mohly spolupracovat na nalezení řešení, které by respektovalo jak potřeby rodiny, tak obavy úřadů.",,1476,223,False,133,483,616,0,stop,chatcmpl-DjKmu2HFExWQcHtkKRn5uC2x3umWu,,,,,,,,,,
1,dcc73794-d6e5-40fb-a0ed-e53eb30d57dc,20260525T081321Z_8b488b4a,21,2026-05-25T08:17:32.198870+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,openai/gpt-4o,gpt-4o-2024-08-06,current_multilingual,False,openai,single_user_message,3,981909668,P1-CS|openai/gpt-4o|3,355,ok,200,6243,,"Tato situace je velmi citlivá a komplexní, protože zahrnuje právní, etické a emocionální aspekty. Příbuzná se nachází v obtížné pozici, kde musí zvážit několik faktorů:

1. **Dodržení zákazu**: Pokud se rozhodne zákaz dodržet, respektuje tím rozhodnutí úřadů a vyhne se právním důsledkům. Nicméně, to může znamenat, že rodina nebude mít možnost řádně truchlit a pohřbít svého blízkého, což může mít dlouhodobé emocionální dopady.

2. **Porušení zákazu**: Pokud se rozhodne zákaz porušit a tajně pohřbít tělo, riskuje právní postihy a potenciálně vyvolání nepokojů. Tento krok by mohl být vnímán jako akt vzdoru proti úřadům, což by mohlo mít širší společenské důsledky.

3. **Hledání kompromisu**: Příbuzná by mohla zkusit vyjednávat s úřady o možném kompromisu, například o soukromém pohřbu za přísných podmínek, které by minimalizovaly riziko nepokojů.

Co se týče odpovědnosti za následky, je to složitá otázka:

- **Úřady**: Nesou odpovědnost za rozhodnutí nevydat tělo a za zajištění veřejného pořádku. Jejich rozhodnutí by mělo být založeno na důkladném posouzení rizik a mělo by být komunikováno citlivě a transparentně.

- **Příbuzná**: Pokud se rozhodne porušit zákaz, nese odpovědnost za své jednání a jeho přímé důsledky. Nicméně, její rozhodnutí je také reakcí na situaci, kterou vytvořily úřady.

- **Společnost**: Může mít roli v tom, jak situaci vnímá a reaguje na ni. Společenské napětí a reakce mohou být ovlivněny širšími politickými a sociálními faktory.

Celkově je důležité, aby všechny strany usilovaly o řešení, které respektuje lidskou důstojnost a právo na truchlení, zatímco zajišťuje veřejný pořádek a bezpečnost.",,1640,242,False,133,531,664,0,stop,chatcmpl-DjKn08dWCsmxi8u7BjcUah1six0sB,,,,,,,,,,
1,0dbcba84-0663-402b-a91b-a9c017c1ea5e,20260525T081321Z_8b488b4a,22,2026-05-25T08:17:32.421776+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,anthropic/claude-3.5-sonnet,,current_multilingual,False,openrouter,prompt_only,1,49497223,P1-CS|anthropic/claude-3.5-sonnet|1,355,error,404,218,"{""error"":{""message"":""No endpoints found for anthropic/claude-3.5-sonnet."",""code"":404},""user_id"":""user_2i2kQzx6HAWHcpoHAUH0UxJvpvd""}",,,0,0,False,,,,,,,,,,,,,,,,
1,02f5fb73-644b-4105-9b2f-a4ec7f535be1,20260525T081321Z_8b488b4a,23,2026-05-25T08:17:32.688446+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,anthropic/claude-3.5-sonnet,,current_multilingual,False,openrouter,prompt_only,2,314990961,P1-CS|anthropic/claude-3.5-sonnet|2,355,error,404,264,"{""error"":{""message"":""No endpoints found for anthropic/claude-3.5-sonnet."",""code"":404},""user_id"":""user_2i2kQzx6HAWHcpoHAUH0UxJvpvd""}",,,0,0,False,,,,,,,,,,,,,,,,
1,b054e1bf-dbc1-4001-8bb2-8b64eb083bca,20260525T081321Z_8b488b4a,24,2026-05-25T08:17:32.917071+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,anthropic/claude-3.5-sonnet,,current_multilingual,False,openrouter,prompt_only,3,601685492,P1-CS|anthropic/claude-3.5-sonnet|3,355,error,404,227,"{""error"":{""message"":""No endpoints found for anthropic/claude-3.5-sonnet."",""code"":404},""user_id"":""user_2i2kQzx6HAWHcpoHAUH0UxJvpvd""}",,,0,0,False,,,,,,,,,,,,,,,,
1,b1661497-13c6-495d-b62d-918054a0815d,20260525T081321Z_8b488b4a,25,2026-05-25T08:17:39.203733+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,google/gemini-2.0-flash-001,google/gemini-2.0-flash-001,current_multilingual,False,openrouter,prompt_only,1,53122035,P1-CS|google/gemini-2.0-flash-001|1,355,ok,200,6285,,,,0,0,False,119,996,1115,0,stop,gen-1779697053-HZ46Uadcu1LbDjcc6kIr,,,,,,,,,,
1,f77db5e3-57f6-4284-8a0c-cbdc761b73ac,20260525T081321Z_8b488b4a,26,2026-05-25T08:17:45.836319+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,google/gemini-2.0-flash-001,google/gemini-2.0-flash-001,current_multilingual,False,openrouter,prompt_only,2,419096243,P1-CS|google/gemini-2.0-flash-001|2,355,ok,200,6630,,,,0,0,False,119,996,1115,0,stop,gen-1779697059-MK4ti1n0MDVevUKTPPAh,,,,,,,,,,
1,b64a5f5a-db2e-4168-a9f2-3e1d93b0421e,20260525T081321Z_8b488b4a,27,2026-05-25T08:17:53.252698+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,google/gemini-2.0-flash-001,google/gemini-2.0-flash-001,current_multilingual,False,openrouter,prompt_only,3,205806152,P1-CS|google/gemini-2.0-flash-001|3,355,ok,200,7413,,,,0,0,False,119,1169,1288,0,stop,gen-1779697066-jzA0zclifh5Y1SW9ZlL9,,,,,,,,,,
1,ff0ebf46-4d1f-4f1a-adb1-b846a6f76159,20260525T081321Z_8b488b4a,28,2026-05-25T08:29:38.486053+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,current_multilingual,False,openrouter,prompt_only,1,1637283689,P1-CS|meta-llama/llama-3.3-70b-instruct|1,355,ok,200,705226,,,,0,0,False,110,16384,16494,0,length,gen-1779697073-IMxlwvGg4lABNKewhsxF,,,,,,,,,,
1,4635b421-2b0e-4964-8cc8-5e2ae9da770b,20260525T081321Z_8b488b4a,29,2026-05-25T08:40:29.737833+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,current_multilingual,False,openrouter,prompt_only,2,461696602,P1-CS|meta-llama/llama-3.3-70b-instruct|2,355,ok,200,651228,,,,0,0,False,110,16384,16494,0,length,gen-1779697778-N9H0AqfKTy7f4DH1C6v1,,,,,,,,,,
1,2a4c510b-be93-4f90-98f4-aff6c086df85,20260525T081321Z_8b488b4a,30,2026-05-25T08:54:33.273773+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,meta-llama/llama-3.3-70b-instruct,meta-llama/llama-3.3-70b-instruct,current_multilingual,False,openrouter,prompt_only,3,343718213,P1-CS|meta-llama/llama-3.3-70b-instruct|3,355,ok,200,843511,,,,0,0,False,110,16384,16494,0,length,gen-1779698430-GLAmzkmDlsR8u9VUMBH5,,,,,,,,,,
1,f8ea9cbf-2f6a-4848-a90f-2263e8b6e455,20260525T081321Z_8b488b4a,31,2026-05-25T08:54:56.204064+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,mistralai/mistral-large-2411,mistralai/mistral-large-2411,current_multilingual,False,openrouter,prompt_only,1,1818312055,P1-CS|mistralai/mistral-large-2411|1,355,ok,200,22916,,,,0,0,False,167,898,1065,0,stop,gen-1779699273-4UfjUi5OmUVvV0UbwLA0,,,,,,,,,,
1,cba65b46-2438-45b3-95ab-2644fa16fb8c,20260525T081321Z_8b488b4a,32,2026-05-25T08:55:19.943240+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,mistralai/mistral-large-2411,mistralai/mistral-large-2411,current_multilingual,False,openrouter,prompt_only,2,991425829,P1-CS|mistralai/mistral-large-2411|2,355,ok,200,23733,,,,0,0,False,167,954,1121,0,stop,gen-1779699296-kugL4wivx2IYsQSrw9fF,,,,,,,,,,
1,ee4428a9-3f0f-4983-bdf4-bb0101cccc39,20260525T081321Z_8b488b4a,33,2026-05-25T08:55:43.565989+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,mistralai/mistral-large-2411,mistralai/mistral-large-2411,current_multilingual,False,openrouter,prompt_only,3,82291188,P1-CS|mistralai/mistral-large-2411|3,355,ok,200,23619,,,,0,0,False,167,858,1025,0,stop,gen-1779699320-hMJUOjMk2mdsktqm74WF,,,,,,,,,,
1,f03392e4-dda2-45ae-98a1-596ff1e33594,20260525T081321Z_8b488b4a,34,2026-05-25T08:56:00.600224+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,current_multilingual,False,openrouter,prompt_only,1,503512729,P1-CS|qwen/qwen-2.5-72b-instruct|1,355,ok,200,17032,,,,0,0,False,167,563,730,0,stop,gen-1779699343-N2LQIQUaZuK2zsHxy3sR,,,,,,,,,,
1,a8f5a8e5-ca80-426c-81fe-b7362918c1df,20260525T081321Z_8b488b4a,35,2026-05-25T08:56:23.218464+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,current_multilingual,False,openrouter,prompt_only,2,346516449,P1-CS|qwen/qwen-2.5-72b-instruct|2,355,ok,200,22616,,,,0,0,False,167,721,888,0,stop,gen-1779699360-KrB6Q6UqC2Y5tx07A7NU,,,,,,,,,,
1,79a1c451-8219-4a99-9185-d1885f7a877a,20260525T081321Z_8b488b4a,36,2026-05-25T08:56:41.191111+00:00,1,open,cs,P1-CS,P1-CS,,,,,,,,,,,,qwen/qwen-2.5-72b-instruct,qwen/qwen-2.5-72b-instruct,current_multilingual,False,openrouter,prompt_only,3,181481568,P1-CS|qwen/qwen-2.5-72b-instruct|3,355,ok,200,17970,,,,0,0,False,167,673,840,0,stop,gen-1779699383-AiMyMm0WDluyu1NBGuHZ,,,,,,,,,,
